name,cuisine,cuisine_count,cost,price_category,rating,rating_category,order_online,book_table,delivery_available,dinein_available,restaurant_type,city,area,city_population,city_area_km,tourism_flag,gdp_flag,link,image
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
Sagar Ratna - The Ocean Pearl Inn,"Mangalorean, North Indian, Chinese, Fast Food, Desserts, Shake",6,650.0,high,4.2,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sagar-ratna-the-ocean-pearl-inn-kapikad/info,
Kaapi Tindi,"South Indian, North Indian, Fast Food, Street Food, Rolls, Desserts, Tea, Juices",8,400.0,medium,,,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kaapi-tindi-kadri/info,
kanara Kanteen,,0,1000.0,high,,,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kanara-kanteen-balmatta/info,
Asian House - The Ocean Pearl,"Asian, Japanese, Thai, Chinese",4,1000.0,high,4.4,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/asian-house-the-ocean-pearl-kapikad/info,
Kni Hau,"Chinese, Cantonese",2,1000.0,high,4.9,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/kni-hau-balmatta/info,
The Stairway Bakery & Cafe,"Cafe, Bakery, Beverages, Desserts, Shake, Pizza, Sandwich, Coffee",8,400.0,medium,4.7,excellent,Yes,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-stairway-bakery-cafe-attavar/info,
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",8,1000.0,high,4.7,excellent,No,No,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/sanadige-goldfinch-hotel-balmatta/info,
The Loft,"Italian, Pizza, Desserts, Continental, Beverages",5,2100.0,high,4.5,excellent,No,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/the-loft-1-attavar/info,
Pickle & Grain,"Mangalorean, South Indian, Fast Food, Shake",4,1000.0,high,,,Yes,Yes,1,1,casual,mangalore,kodailbail,"724,159",170,yes,yes,https://www.zomato.com/mangalore/pickle-grain-attavar/info,
